University of Stuttgart - IFT;time [s];force unfiltered [kN];force filtered [kN];drop no.;displacement [mm]
;0,29650;0,03164;0,04895;0,00000;0,00000
;0,29700;0,06303;0,05082;0,00000;0,00000
;0,29750;0,03804;0,05252;0,00000;0,00000
;0,29800;0,01562;0,05398;0,00000;0,00000
;0,29850;0,10532;0,05518;0,00000;0,00000
;0,29900;0,02395;0,05612;0,00000;0,00000
;0,29950;0,05598;0,05684;0,00000;0,00000
;0,30000;-0,00873;0,05733;0,00000;0,00000
;0,30050;0,05983;0,05753;0,00000;0,00000
;0,30100;0,01178;0,05740;0,00000;0,00000
;0,30150;0,04445;0,05696;0,00000;0,00000
;0,30200;0,00793;0,05622;0,00000;0,00000
;0,30250;-0,00296;0,05517;0,00000;0,00000
;0,30300;0,02267;0,05378;0,00000;0,00000
;0,30350;0,03740;0,05207;0,00000;0,00000
;0,30400;-0,01513;0,05009;0,00000;0,00000
;0,30450;0,02459;0,04787;0,00000;0,00000
;0,30500;-0,00296;0,04544;0,00000;0,00000
;0,30550;0,01498;0,04282;0,00000;0,00000
;0,30600;0,06623;0,04009;0,00000;0,00000
;0,30650;-0,02474;0,03733;0,00000;0,00000
;0,30700;-0,02923;0,03460;0,00000;0,00000
;0,30750;0,02972;0,03185;0,00000;0,00000
;0,30800;0,03036;0,02910;0,00000;0,00000
;0,30850;0,00088;0,02642;0,00000;0,00000
;0,30900;-0,01257;0,02386;0,00000;0,00000
;0,30950;0,02587;0,02143;0,00000;0,00000
;0,31000;-0,05486;0,01911;0,00000;0,00000
;0,31050;0,00665;0,01686;0,00000;0,00000
;0,31100;0,01818;0,01466;0,00000;0,00000
;0,31150;0,01946;0,01255;0,00000;0,00000
;0,31200;-0,02859;0,01059;0,00000;0,00000
;0,31250;-0,04973;0,00875;0,00000;0,00000
;0,31300;-0,02859;0,00696;0,00000;0,00000
;0,31350;-0,01706;0,00512;0,00000;0,00000
;0,31400;-0,02667;0,00323;0,00000;0,00000
;0,31450;-0,05101;0,00126;0,00000;0,00000
;0,31500;0,03612;-0,00076;0,00000;0,00000
;0,31550;-0,03564;-0,00278;0,00000;0,00000
;0,31600;0,03869;-0,00473;0,00000;0,00000
;0,31650;-0,03371;-0,00651;0,00000;0,00000
;0,31700;-0,02026;-0,00810;0,00000;0,00000
;0,31750;0,01306;-0,00950;0,00000;0,00000
;0,31800;0,04573;-0,01068;0,00000;0,00000
;0,31850;0,01946;-0,01154;0,00000;0,00000
;0,31900;0,02075;-0,01199;0,00000;0,00000
;0,31950;0,00345;-0,01203;0,00000;0,00000
;0,32000;-0,02731;-0,01169;0,00000;0,00000
;0,32050;-0,02410;-0,01108;0,00000;0,00000
;0,32100;0,04573;-0,01030;0,00000;0,00000
;0,32150;-0,00552;-0,00939;0,00000;0,00000
;0,32200;0,04189;-0,00833;0,00000;0,00000
;0,32250;0,04894;-0,00708;0,00000;0,00000
;0,32300;0,03869;-0,00561;0,00000;0,00000
;0,32350;-0,00680;-0,00388;0,00000;0,00000
;0,32400;0,03933;-0,00195;0,00000;0,00000
;0,32450;-0,03884;0,00010;0,00000;0,00000
;0,32500;0,05214;0,00217;0,00000;0,00000
;0,32550;0,04125;0,00421;0,00000;0,00000
;0,32600;0,03356;0,00625;0,00000;0,00000
;0,32650;-0,00232;0,00830;0,00000;0,00000
;0,32700;0,04701;0,01032;0,00000;0,00000
;0,32750;0,04830;0,01230;0,00000;0,00000
;0,32800;0,09891;0,01428;0,00000;0,00000
;0,32850;-0,00552;0,01633;0,00000;0,00000
;0,32900;0,06303;0,01847;0,00000;0,00000
;0,32950;0,03420;0,02064;0,00000;0,00000
;0,33000;0,06047;0,02283;0,00000;0,00000
;0,33050;0,01049;0,02501;0,00000;0,00000
;0,33100;0,08802;0,02715;0,00000;0,00000
;0,33150;0,02587;0,02925;0,00000;0,00000
;0,33200;0,06303;0,03131;0,00000;0,00000
;0,33250;0,05598;0,03332;0,00000;0,00000
;0,33300;0,01306;0,03526;0,00000;0,00000
;0,33350;0,00793;0,03708;0,00000;0,00000
;0,33400;0,06111;0,03869;0,00000;0,00000
;0,33450;0,00857;0,04003;0,00000;0,00000
;0,33500;0,06880;0,04112;0,00000;0,00000
;0,33550;0,00088;0,04197;0,00000;0,00000
;0,33600;0,03612;0,04257;0,00000;0,00000
;0,33650;0,02523;0,04290;0,00000;0,00000
;0,33700;0,01114;0,04297;0,00000;0,00000
;0,33750;0,04509;0,04278;0,00000;0,00000
;0,33800;0,07520;0,04238;0,00000;0,00000
;0,33850;-0,00937;0,04184;0,00000;0,00000
;0,33900;0,04765;0,04122;0,00000;0,00000
;0,33950;-0,01706;0,04048;0,00000;0,00000
;0,34000;0,04765;0,03962;0,00000;0,00000
;0,34050;-0,01065;0,03862;0,00000;0,00000
;0,34100;0,04189;0,03749;0,00000;0,00000
;0,34150;-0,00616;0,03625;0,00000;0,00000
;0,34200;0,02459;0,03489;0,00000;0,00000
;0,34250;0,02075;0,03345;0,00000;0,00000
;0,34300;0,05406;0,03196;0,00000;0,00000
;0,34350;-0,01706;0,03049;0,00000;0,00000
;0,34400;0,01818;0,02906;0,00000;0,00000
;0,34450;-0,01321;0,02764;0,00000;0,00000
;0,34500;0,02843;0,02619;0,00000;0,00000
;0,34550;0,00088;0,02473;0,00000;0,00000
;0,34600;0,01370;0,02327;0,00000;0,00000
;0,34650;0,04381;0,02185;0,00000;0,00000
;0,34700;0,02587;0,02051;0,00000;0,00000
;0,34750;-0,02218;0,01932;0,00000;0,00000
;0,34800;-0,03243;0,01821;0,00000;0,00000
;0,34850;-0,02859;0,01709;0,00000;0,00000
;0,34900;0,02203;0,01587;0,00000;0,00000
;0,34950;-0,02282;0,01454;0,00000;0,00000
;0,35000;0,02907;0,01313;0,00000;0,00000
;0,35050;-0,00937;0,01170;0,00000;0,00000
;0,35100;-0,00168;0,01029;0,00000;0,00000
;0,35150;0,00345;0,00890;0,00000;0,00000
;0,35200;0,03164;0,00758;0,00000;0,00000
;0,35250;-0,00424;0,00638;0,00000;0,00000
;0,35300;0,03484;0,00533;0,00000;0,00000
;0,35350;0,02843;0,00449;0,00000;0,00000
;0,35400;0,04637;0,00392;0,00000;0,00000
;0,35450;0,02010;0,00367;0,00000;0,00000
;0,35500;0,00793;0,00375;0,00000;0,00000
;0,35550;0,02203;0,00412;0,00000;0,00000
;0,35600;0,03100;0,00473;0,00000;0,00000
;0,35650;0,01370;0,00555;0,00000;0,00000
;0,35700;-0,00360;0,00654;0,00000;0,00000
;0,35750;0,00601;0,00761;0,00000;0,00000
;0,35800;-0,05165;0,00867;0,00000;0,00000
;0,35850;0,05919;0,00961;0,00000;0,00000
;0,35900;0,01882;0,01040;0,00000;0,00000
;0,35950;0,02139;0,01112;0,00000;0,00000
;0,36000;0,01370;0,01179;0,00000;0,00000
;0,36050;0,05919;0,01244;0,00000;0,00000
;0,36100;-0,02346;0,01309;0,00000;0,00000
;0,36150;0,06816;0,01375;0,00000;0,00000
;0,36200;-0,02474;0,01442;0,00000;0,00000
;0,36250;0,02203;0,01508;0,00000;0,00000
;0,36300;0,03933;0,01568;0,00000;0,00000
;0,36350;0,03036;0,01626;0,00000;0,00000
;0,36400;0,03292;0,01684;0,00000;0,00000
;0,36450;0,09635;0,01748;0,00000;0,00000
;0,36500;0,05086;0,01828;0,00000;0,00000
;0,36550;0,06495;0,01933;0,00000;0,00000
;0,36600;0,03740;0,02064;0,00000;0,00000
;0,36650;0,04894;0,02221;0,00000;0,00000
;0,36700;0,01562;0,02395;0,00000;0,00000
;0,36750;0,07649;0,02581;0,00000;0,00000
;0,36800;0,02972;0,02774;0,00000;0,00000
;0,36850;0,14376;0,02974;0,00000;0,00000
;0,36900;0,00088;0,03187;0,00000;0,00000
;0,36950;0,08738;0,03413;0,00000;0,00000
;0,37000;0,03292;0,03646;0,00000;0,00000
;0,37050;0,09571;0,03881;0,00000;0,00000
;0,37100;-0,00937;0,04116;0,00000;0,00000
;0,37150;0,06880;0,04341;0,00000;0,00000
;0,37200;0,03420;0,04549;0,00000;0,00000
;0,37250;0,06367;0,04735;0,00000;0,00000
;0,37300;0,00985;0,04898;0,00000;0,00000
;0,37350;0,09571;0,05036;0,00000;0,00000
;0,37400;-0,01193;0,05148;0,00000;0,00000
;0,37450;0,04830;0,05233;0,00000;0,00000
;0,37500;-0,01193;0,05285;0,00000;0,00000
;0,37550;0,05662;0,05299;0,00000;0,00000
;0,37600;0,02139;0,05276;0,00000;0,00000
;0,37650;0,03933;0,05221;0,00000;0,00000
;0,37700;0,00088;0,05136;0,00000;0,00000
;0,37750;0,07392;0,05026;0,00000;0,00000
;0,37800;0,07072;0,04898;0,00000;0,00000
;0,37850;0,06047;0,04767;0,00000;0,00000
;0,37900;-0,01641;0,04642;0,00000;0,00000
;0,37950;0,05919;0,04522;0,00000;0,00000
;0,38000;0,01242;0,04404;0,00000;0,00000
;0,38050;0,01498;0,04286;0,00000;0,00000
;0,38100;-0,03051;0,04163;0,00000;0,00000
;0,38150;0,07969;0,04030;0,00000;0,00000
;0,38200;-0,02154;0,03888;0,00000;0,00000
;0,38250;0,04509;0,03738;0,00000;0,00000
;0,38300;-0,01834;0,03584;0,00000;0,00000
;0,38350;0,03164;0,03423;0,00000;0,00000
;0,38400;-0,01385;0,03256;0,00000;0,00000
;0,38450;0,01242;0,03083;0,00000;0,00000
;0,38500;-0,02218;0,02902;0,00000;0,00000
;0,38550;0,01754;0,02711;0,00000;0,00000
;0,38600;0,03804;0,02514;0,00000;0,00000
;0,38650;-0,00488;0,02318;0,00000;0,00000
;0,38700;-0,01129;0,02127;0,00000;0,00000
;0,38750;0,06367;0,01943;0,00000;0,00000
;0,38800;0,03484;0,01773;0,00000;0,00000
;0,38850;0,01242;0,01626;0,00000;0,00000
;0,38900;-0,03564;0,01503;0,00000;0,00000
;0,38950;-0,01449;0,01397;0,00000;0,00000
;0,39000;0,00665;0,01296;0,00000;0,00000
;0,39050;-0,01962;0,01197;0,00000;0,00000
;0,39100;-0,05550;0,01093;0,00000;0,00000
;0,39150;-0,00744;0,00977;0,00000;0,00000
;0,39200;-0,03435;0,00845;0,00000;0,00000
;0,39250;-0,02987;0,00693;0,00000;0,00000
;0,39300;-0,03628;0,00522;0,00000;0,00000
;0,39350;-0,00552;0,00332;0,00000;0,00000
;0,39400;0,00793;0,00129;0,00000;0,00000
;0,39450;-0,03948;-0,00080;0,00000;0,00000
;0,39500;0,00921;-0,00287;0,00000;0,00000
;0,39550;-0,02923;-0,00488;0,00000;0,00000
;0,39600;0,05855;-0,00677;0,00000;0,00000
;0,39650;0,02203;-0,00842;0,00000;0,00000
;0,39700;0,03676;-0,00970;0,00000;0,00000
;0,39750;-0,01385;-0,01053;0,00000;0,00000
;0,39800;0,02907;-0,01091;0,00000;0,00000
;0,39850;-0,02987;-0,01089;0,00000;0,00000
;0,39900;0,02267;-0,01054;0,00000;0,00000
;0,39950;0,00409;-0,00993;0,00000;0,00000
;0,40000;0,05022;-0,00907;0,00000;0,00000
;0,40050;-0,02859;-0,00797;0,00000;0,00000
;0,40100;0,01946;-0,00667;0,00000;0,00000
;0,40150;-0,01321;-0,00527;0,00000;0,00000
;0,40200;0,06944;-0,00379;0,00000;0,00000
;0,40250;0,05598;-0,00221;0,00000;0,00000
;0,40300;0,05598;-0,00043;0,00000;0,00000
;0,40350;0,02139;0,00159;0,00000;0,00000
;0,40400;0,08930;0,00387;0,00000;0,00000
;0,40450;-0,02410;0,00637;0,00000;0,00000
;0,40500;0,09699;0,00905;0,00000;0,00000
;0,40550;0,01178;0,01185;0,00000;0,00000
;0,40600;0,08802;0,01475;0,00000;0,00000
;0,40650;0,04958;0,01774;0,00000;0,00000
;0,40700;0,08289;0,02083;0,00000;0,00000
;0,40750;-0,00616;0,02399;0,00000;0,00000
;0,40800;0,08033;0,02715;0,00000;0,00000
;0,40850;-0,02090;0,03021;0,00000;0,00000
;0,40900;0,10852;0,03308;0,00000;0,00000
;0,40950;0,02203;0,03574;0,00000;0,00000
;0,41000;0,11108;0,03823;0,00000;0,00000
;0,41050;-0,02026;0,04055;0,00000;0,00000
;0,41100;0,08353;0,04269;0,00000;0,00000
;0,41150;0,01049;0,04460;0,00000;0,00000
;0,41200;0,05534;0,04624;0,00000;0,00000
;0,41250;-0,00296;0,04758;0,00000;0,00000
;0,41300;0,06111;0,04858;0,00000;0,00000
;0,41350;0,04253;0,04925;0,00000;0,00000
;0,41400;0,07905;0,04965;0,00000;0,00000
;0,41450;0,04381;0,04986;0,00000;0,00000
;0,41500;0,08610;0,04996;0,00000;0,00000
;0,41550;0,02395;0,05002;0,00000;0,00000
;0,41600;0,05791;0,05007;0,00000;0,00000
;0,41650;0,07777;0,05010;0,00000;0,00000
;0,41700;0,03612;0,05015;0,00000;0,00000
;0,41750;-0,01257;0,05020;0,00000;0,00000
;0,41800;0,03228;0,05016;0,00000;0,00000
;0,41850;0,05470;0,04996;0,00000;0,00000
;0,41900;0,08161;0,04961;0,00000;0,00000
;0,41950;0,02139;0,04919;0,00000;0,00000
;0,42000;0,04830;0,04876;0,00000;0,00000
;0,42050;0,03804;0,04830;0,00000;0,00000
;0,42100;0,07649;0,04783;0,00000;0,00000
;0,42150;-0,00040;0,04737;0,00000;0,00000
;0,42200;0,06688;0,04692;0,00000;0,00000
;0,42250;-0,01385;0,04646;0,00000;0,00000
;0,42300;0,05727;0,04593;0,00000;0,00000
;0,42350;0,01562;0,04531;0,00000;0,00000
;0,42400;0,00281;0,04459;0,00000;0,00000
;0,42450;0,05983;0,04374;0,00000;0,00000
;0,42500;0,04381;0,04280;0,00000;0,00000
;0,42550;-0,04332;0,04180;0,00000;0,00000
;0,42600;0,05150;0,04069;0,00000;0,00000
;0,42650;0,03676;0,03947;0,00000;0,00000
;0,42700;-0,04076;0,03816;0,00000;0,00000
;0,42750;-0,01257;0,03671;0,00000;0,00000
;0,42800;-0,00873;0,03506;0,00000;0,00000
;0,42850;0,01370;0,03315;0,00000;0,00000
;0,42900;0,03420;0,03106;0,00000;0,00000
;0,42950;0,03740;0,02887;0,00000;0,00000
;0,43000;-0,04268;0,02669;0,00000;0,00000
;0,43050;0,07969;0,02455;0,00000;0,00000
;0,43100;-0,01321;0,02251;0,00000;0,00000
;0,43150;0,04637;0,02063;0,00000;0,00000
;0,43200;-0,01321;0,01894;0,00000;0,00000
;0,43250;-0,00616;0,01743;0,00000;0,00000
;0,43300;0,03420;0,01607;0,00000;0,00000
;0,43350;0,01690;0,01485;0,00000;0,00000
;0,43400;-0,02667;0,01379;0,00000;0,00000
;0,43450;0,07328;0,01287;0,00000;0,00000
;0,43500;0,00024;0,01212;0,00000;0,00000
;0,43550;-0,02346;0,01154;0,00000;0,00000
;0,43600;0,00088;0,01109;0,00000;0,00000
;0,43650;0,03100;0,01069;0,00000;0,00000
;0,43700;-0,03692;0,01032;0,00000;0,00000
;0,43750;0,03548;0,00997;0,00000;0,00000
;0,43800;-0,01962;0,00961;0,00000;0,00000
;0,43850;0,02139;0,00924;0,00000;0,00000
;0,43900;0,02523;0,00888;0,00000;0,00000
;0,43950;0,06752;0,00859;0,00000;0,00000
;0,44000;-0,01257;0,00844;0,00000;0,00000
;0,44050;0,05791;0,00849;0,00000;0,00000
;0,44100;-0,04140;0,00872;0,00000;0,00000
;0,44150;0,07456;0,00908;0,00000;0,00000
;0,44200;0,00985;0,00957;0,00000;0,00000
;0,44250;0,05598;0,01021;0,00000;0,00000
;0,44300;0,05150;0,01104;0,00000;0,00000
;0,44350;0,03228;0,01208;0,00000;0,00000
;0,44400;0,00729;0,01333;0,00000;0,00000
;0,44450;0,10660;0,01475;0,00000;0,00000
;0,44500;0,02715;0,01635;0,00000;0,00000
;0,44550;0,03548;0,01816;0,00000;0,00000
;0,44600;0,01434;0,02010;0,00000;0,00000
;0,44650;0,07008;0,02211;0,00000;0,00000
;0,44700;-0,04653;0,02410;0,00000;0,00000
;0,44750;0,05919;0,02599;0,00000;0,00000
;0,44800;0,02203;0,02769;0,00000;0,00000
;0,44850;0,07713;0,02920;0,00000;0,00000
;0,44900;0,03612;0,03058;0,00000;0,00000
;0,44950;0,10404;0,03190;0,00000;0,00000
;0,45000;0,04189;0,03324;0,00000;0,00000
;0,45050;0,13095;0,03469;0,00000;0,00000
;0,45100;0,03100;0,03631;0,00000;0,00000
;0,45150;0,06623;0,03811;0,00000;0,00000
;0,45200;0,04317;0,04005;0,00000;0,00000
;0,45250;0,03036;0,04203;0,00000;0,00000
;0,45300;0,02907;0,04395;0,00000;0,00000
;0,45350;0,06559;0,04573;0,00000;0,00000
;0,45400;-0,00232;0,04730;0,00000;0,00000
;0,45450;0,07328;0,04863;0,00000;0,00000
;0,45500;0,02331;0,04969;0,00000;0,00000
;0,45550;0,02972;0,05047;0,00000;0,00000
;0,45600;0,02075;0,05096;0,00000;0,00000
;0,45650;0,02715;0,05113;0,00000;0,00000
;0,45700;-0,01898;0,05095;0,00000;0,00000
;0,45750;0,04894;0,05039;0,00000;0,00000
;0,45800;0,00473;0,04947;0,00000;0,00000
;0,45850;0,07520;0,04823;0,00000;0,00000
;0,45900;0,01178;0,04679;0,00000;0,00000
;0,45950;0,04317;0,04523;0,00000;0,00000
;0,46000;0,00729;0,04359;0,00000;0,00000
;0,46050;0,08802;0,04193;0,00000;0,00000
;0,46100;0,07200;0,04034;0,00000;0,00000
;0,46150;-0,00744;0,03894;0,00000;0,00000
;0,46200;0,00793;0,03772;0,00000;0,00000
;0,46250;0,01946;0,03659;0,00000;0,00000
;0,46300;0,04765;0,03552;0,00000;0,00000
;0,46350;0,02331;0,03449;0,00000;0,00000
;0,46400;-0,01001;0,03353;0,00000;0,00000
;0,46450;0,03933;0,03259;0,00000;0,00000
;0,46500;-0,03756;0,03163;0,00000;0,00000
;0,46550;-0,02474;0,03057;0,00000;0,00000
;0,46600;-0,01641;0,02932;0,00000;0,00000
;0,46650;-0,01129;0,02780;0,00000;0,00000
;0,46700;-0,04781;0,02600;0,00000;0,00000
;0,46750;0,00921;0,02390;0,00000;0,00000
;0,46800;0,01306;0,02153;0,00000;0,00000
;0,46850;0,03612;0,01903;0,00000;0,00000
;0,46900;-0,00873;0,01652;0,00000;0,00000
;0,46950;-0,01193;0,01409;0,00000;0,00000
;0,47000;0,00409;0,01176;0,00000;0,00000
;0,47050;0,01242;0,00955;0,00000;0,00000
;0,47100;0,03612;0,00751;0,00000;0,00000
;0,47150;-0,01257;0,00572;0,00000;0,00000
;0,47200;0,00857;0,00421;0,00000;0,00000
;0,47250;-0,05229;0,00292;0,00000;0,00000
;0,47300;0,05983;0,00181;0,00000;0,00000
;0,47350;-0,03435;0,00087;0,00000;0,00000
;0,47400;0,00217;0,00010;0,00000;0,00000
;0,47450;0,04381;-0,00052;0,00000;0,00000
;0,47500;0,04445;-0,00093;0,00000;0,00000
;0,47550;-0,05293;-0,00108;0,00000;0,00000
;0,47600;0,02715;-0,00102;0,00000;0,00000
;0,47650;-0,02282;-0,00082;0,00000;0,00000
;0,47700;-0,04973;-0,00057;0,00000;0,00000
;0,47750;-0,02987;-0,00037;0,00000;0,00000
;0,47800;0,04573;-0,00031;0,00000;0,00000
;0,47850;0,03100;-0,00035;0,00000;0,00000
;0,47900;0,01242;-0,00036;0,00000;0,00000
;0,47950;-0,03051;-0,00029;0,00000;0,00000
;0,48000;0,03164;-0,00016;0,00000;0,00000
;0,48050;0,02395;0,00003;0,00000;0,00000
;0,48100;0,03997;0,00032;0,00000;0,00000
;0,48150;-0,03371;0,00075;0,00000;0,00000
;0,48200;0,09122;0,00133;0,00000;0,00000
;0,48250;-0,01321;0,00206;0,00000;0,00000
;0,48300;0,06752;0,00299;0,00000;0,00000
;0,48350;-0,01385;0,00410;0,00000;0,00000
;0,48400;0,05342;0,00538;0,00000;0,00000
;0,48450;-0,00424;0,00679;0,00000;0,00000
;0,48500;0,02843;0,00827;0,00000;0,00000
;0,48550;0,00281;0,00978;0,00000;0,00000
;0,48600;0,07649;0,01129;0,00000;0,00000
;0,48650;-0,02410;0,01278;0,00000;0,00000
;0,48700;0,06303;0,01427;0,00000;0,00000
;0,48750;0,00729;0,01572;0,00000;0,00000
;0,48800;0,07008;0,01714;0,00000;0,00000
;0,48850;0,04253;0,01857;0,00000;0,00000
;0,48900;0,03933;0,02004;0,00000;0,00000
;0,48950;0,00921;0,02155;0,00000;0,00000
;0,49000;0,05342;0,02306;0,00000;0,00000
;0,49050;0,03100;0,02453;0,00000;0,00000
;0,49100;0,09699;0,02599;0,00000;0,00000
;0,49150;-0,02923;0,02746;0,00000;0,00000
;0,49200;0,07841;0,02892;0,00000;0,00000
;0,49250;0,00601;0,03032;0,00000;0,00000
;0,49300;0,04894;0,03163;0,00000;0,00000
;0,49350;0,02331;0,03283;0,00000;0,00000
;0,49400;0,07969;0,03391;0,00000;0,00000
;0,49450;0,02139;0,03492;0,00000;0,00000
;0,49500;0,06752;0,03586;0,00000;0,00000
;0,49550;-0,01001;0,03676;0,00000;0,00000
;0,49600;0,06111;0,03756;0,00000;0,00000
;0,49650;0,02010;0,03823;0,00000;0,00000
;0,49700;0,04125;0,03877;0,00000;0,00000
;0,49750;0,02779;0,03917;0,00000;0,00000
;0,49800;0,07072;0,03946;0,00000;0,00000
;0,49850;0,04958;0,03967;0,00000;0,00000
;0,49900;0,00857;0,03986;0,00000;0,00000
;0,49950;-0,03499;0,03998;0,00000;0,00000
;0,50000;0,02267;0,03990;0,00000;0,00000
;0,50050;0,09314;0,03958;0,00000;0,00000
;0,50100;0,07969;0,03912;0,00000;0,00000
;0,50150;0,00088;0,03868;0,00000;0,00000
;0,50200;0,07136;0,03831;0,00000;0,00000
;0,50250;-0,01065;0,03800;0,00000;0,00000
;0,50300;0,06880;0,03772;0,00000;0,00000
;0,50350;-0,01065;0,03745;0,00000;0,00000
;0,50400;-0,01129;0,03713;0,00000;0,00000
;0,50450;0,04637;0,03669;0,00000;0,00000
;0,50500;-0,01449;0,03609;0,00000;0,00000
;0,50550;-0,04076;0,03530;0,00000;0,00000
;0,50600;0,00921;0,03423;0,00000;0,00000
;0,50650;-0,03499;0,03283;0,00000;0,00000
;0,50700;-0,03564;0,03107;0,00000;0,00000
;0,50750;0,00985;0,02894;0,00000;0,00000
;0,50800;0,00217;0,02648;0,00000;0,00000
;0,50850;0,08994;0,02383;0,00000;0,00000
;0,50900;-0,01898;0,02119;0,00000;0,00000
;0,50950;-0,02795;0,01865;0,00000;0,00000
;0,51000;-0,03243;0,01621;0,00000;0,00000
;0,51050;0,01370;0,01380;0,00000;0,00000
;0,51100;-0,03371;0,01142;0,00000;0,00000
;0,51150;-0,00296;0,00908;0,00000;0,00000
;0,51200;0,00024;0,00679;0,00000;0,00000
;0,51250;-0,02346;0,00458;0,00000;0,00000
;0,51300;-0,02218;0,00247;0,00000;0,00000
;0,51350;0,05470;0,00047;0,00000;0,00000
;0,51400;-0,03115;-0,00135;0,00000;0,00000
;0,51450;-0,01834;-0,00294;0,00000;0,00000
;0,51500;-0,00424;-0,00434;0,00000;0,00000
;0,51550;-0,02538;-0,00558;0,00000;0,00000
;0,51600;-0,01001;-0,00667;0,00000;0,00000
;0,51650;-0,01513;-0,00765;0,00000;0,00000
;0,51700;-0,02731;-0,00854;0,00000;0,00000
;0,51750;0,05214;-0,00932;0,00000;0,00000
;0,51800;0,01690;-0,00994;0,00000;0,00000
;0,51850;0,06431;-0,01028;0,00000;0,00000
;0,51900;-0,02603;-0,01024;0,00000;0,00000
;0,51950;-0,00296;-0,00986;0,00000;0,00000
;0,52000;-0,00809;-0,00921;0,00000;0,00000
;0,52050;0,06303;-0,00837;0,00000;0,00000
;0,52100;0,08353;-0,00728;0,00000;0,00000
;0,52150;-0,00809;-0,00586;0,00000;0,00000
;0,52200;-0,02667;-0,00413;0,00000;0,00000
;0,52250;0,04189;-0,00222;0,00000;0,00000
;0,52300;0,01114;-0,00022;0,00000;0,00000
;0,52350;0,07072;0,00184;0,00000;0,00000
;0,52400;-0,03371;0,00396;0,00000;0,00000
;0,52450;0,03100;0,00609;0,00000;0,00000
;0,52500;-0,03307;0,00814;0,00000;0,00000
;0,52550;0,04701;0,01001;0,00000;0,00000
;0,52600;0,01562;0,01168;0,00000;0,00000
;0,52650;0,03804;0,01319;0,00000;0,00000
;0,52700;0,00793;0,01455;0,00000;0,00000
;0,52750;0,07520;0,01581;0,00000;0,00000
;0,52800;0,05278;0,01702;0,00000;0,00000
;0,52850;0,05342;0,01828;0,00000;0,00000
;0,52900;0,00152;0,01962;0,00000;0,00000
;0,52950;0,04701;0,02102;0,00000;0,00000
;0,53000;-0,00296;0,02242;0,00000;0,00000
;0,53050;0,05022;0,02375;0,00000;0,00000
;0,53100;0,03036;0,02500;0,00000;0,00000
;0,53150;0,04894;0,02618;0,00000;0,00000
;0,53200;0,11877;0,02733;0,00000;0,00000
;0,53250;0,07072;0,02858;0,00000;0,00000
;0,53300;-0,02731;0,03000;0,00000;0,00000
;0,53350;0,02972;0,03151;0,00000;0,00000
;0,53400;-0,00873;0,03293;0,00000;0,00000
;0,53450;0,04317;0,03417;0,00000;0,00000
;0,53500;-0,00873;0,03516;0,00000;0,00000
;0,53550;0,07713;0,03587;0,00000;0,00000
;0,53600;0,01498;0,03635;0,00000;0,00000
;0,53650;0,05342;0,03666;0,00000;0,00000
;0,53700;0,02779;0,03682;0,00000;0,00000
;0,53750;0,05662;0,03689;0,00000;0,00000
;0,53800;0,02587;0,03690;0,00000;0,00000
;0,53850;0,02651;0,03687;0,00000;0,00000
;0,53900;-0,00552;0,03677;0,00000;0,00000
;0,53950;0,02139;0,03656;0,00000;0,00000
;0,54000;0,02203;0,03618;0,00000;0,00000
;0,54050;0,01242;0,03564;0,00000;0,00000
;0,54100;-0,03243;0,03492;0,00000;0,00000
;0,54150;0,02587;0,03398;0,00000;0,00000
;0,54200;0,03100;0,03281;0,00000;0,00000
;0,54250;0,06944;0,03150;0,00000;0,00000
;0,54300;-0,03948;0,03015;0,00000;0,00000
;0,54350;0,00921;0,02879;0,00000;0,00000
;0,54400;0,00217;0,02736;0,00000;0,00000
;0,54450;0,05278;0,02588;0,00000;0,00000
;0,54500;-0,01513;0,02440;0,00000;0,00000
;0,54550;0,04958;0,02296;0,00000;0,00000
;0,54600;-0,02090;0,02159;0,00000;0,00000
;0,54650;0,01049;0,02029;0,00000;0,00000
;0,54700;0,03484;0,01905;0,00000;0,00000
;0,54750;-0,02731;0,01788;0,00000;0,00000
;0,54800;-0,02859;0,01675;0,00000;0,00000
;0,54850;-0,02603;0,01557;0,00000;0,00000
;0,54900;-0,00104;0,01427;0,00000;0,00000
;0,54950;-0,02026;0,01283;0,00000;0,00000
;0,55000;0,03740;0,01129;0,00000;0,00000
;0,55050;-0,02282;0,00971;0,00000;0,00000
;0,55100;-0,02603;0,00813;0,00000;0,00000
;0,55150;0,04061;0,00656;0,00000;0,00000
;0,55200;-0,01641;0,00504;0,00000;0,00000
;0,55250;0,01562;0,00363;0,00000;0,00000
;0,55300;0,00473;0,00236;0,00000;0,00000
;0,55350;0,00345;0,00126;0,00000;0,00000
;0,55400;0,02972;0,00035;0,00000;0,00000
;0,55450;0,00793;-0,00034;0,00000;0,00000
;0,55500;0,02651;-0,00077;0,00000;0,00000
;0,55550;0,02139;-0,00094;0,00000;0,00000
;0,55600;0,08289;-0,00080;0,00000;0,00000
;0,55650;0,01049;-0,00030;0,00000;0,00000
;0,55700;0,05919;0,00059;0,00000;0,00000
;0,55750;0,01370;0,00187;0,00000;0,00000
;0,55800;0,03228;0,00347;0,00000;0,00000
