University of Stuttgart - IFT;time [s];force unfiltered [kN];force filtered [kN];drop no.;displacement [mm]
;1,52150;-0,01193;0,02589;0,00000;0,00000
;1,52200;0,10211;0,02626;0,00000;0,00000
;1,52250;-0,04909;0,02647;0,00000;0,00000
;1,52300;0,04573;0,02654;0,00000;0,00000
;1,52350;0,00345;0,02646;0,00000;0,00000
;1,52400;0,02972;0,02625;0,00000;0,00000
;1,52450;0,01498;0,02591;0,00000;0,00000
;1,52500;0,04958;0,02550;0,00000;0,00000
;1,52550;-0,02474;0,02505;0,00000;0,00000
;1,52600;0,08353;0,02457;0,00000;0,00000
;1,52650;0,00409;0,02411;0,00000;0,00000
;1,52700;0,09571;0,02373;0,00000;0,00000
;1,52750;0,03804;0,02354;0,00000;0,00000
;1,52800;0,03420;0,02358;0,00000;0,00000
;1,52850;0,02843;0,02386;0,00000;0,00000
;1,52900;0,06431;0,02435;0,00000;0,00000
;1,52950;0,08289;0,02505;0,00000;0,00000
;1,53000;0,01562;0,02599;0,00000;0,00000
;1,53050;0,01498;0,02714;0,00000;0,00000
;1,53100;0,01498;0,02839;0,00000;0,00000
;1,53150;-0,00232;0,02961;0,00000;0,00000
;1,53200;0,02331;0,03069;0,00000;0,00000
;1,53250;-0,01001;0,03154;0,00000;0,00000
;1,53300;0,04830;0,03213;0,00000;0,00000
;1,53350;-0,01706;0,03245;0,00000;0,00000
;1,53400;0,01178;0,03249;0,00000;0,00000
;1,53450;0,00088;0,03222;0,00000;0,00000
;1,53500;0,02523;0,03166;0,00000;0,00000
;1,53550;-0,00552;0,03083;0,00000;0,00000
;1,53600;0,03292;0,02978;0,00000;0,00000
;1,53650;-0,04076;0,02854;0,00000;0,00000
;1,53700;0,06047;0,02712;0,00000;0,00000
;1,53750;0,01178;0,02559;0,00000;0,00000
;1,53800;-0,00296;0,02403;0,00000;0,00000
;1,53850;-0,00424;0,02246;0,00000;0,00000
;1,53900;-0,02282;0,02085;0,00000;0,00000
;1,53950;-0,03564;0,01918;0,00000;0,00000
;1,54000;-0,02346;0,01736;0,00000;0,00000
;1,54050;0,00088;0,01538;0,00000;0,00000
;1,54100;-0,01321;0,01326;0,00000;0,00000
;1,54150;-0,04973;0,01104;0,00000;0,00000
;1,54200;-0,03756;0,00869;0,00000;0,00000
;1,54250;-0,02667;0,00620;0,00000;0,00000
;1,54300;-0,00424;0,00358;0,00000;0,00000
;1,54350;-0,05165;0,00089;0,00000;0,00000
;1,54400;-0,06319;-0,00186;0,00000;0,00000
;1,54450;0,03933;-0,00466;0,00000;0,00000
;1,54500;0,00281;-0,00742;0,00000;0,00000
;1,54550;0,08802;-0,00995;0,00000;0,00000
;1,54600;-0,02603;-0,01205;0,00000;0,00000
;1,54650;0,06303;-0,01362;0,00000;0,00000
;1,54700;-0,01385;-0,01460;0,00000;0,00000
;1,54750;0,04061;-0,01501;0,00000;0,00000
;1,54800;0,00537;-0,01486;0,00000;0,00000
;1,54850;0,02972;-0,01420;0,00000;0,00000
;1,54900;0,03740;-0,01307;0,00000;0,00000
;1,54950;0,01370;-0,01151;0,00000;0,00000
;1,55000;0,02267;-0,00958;0,00000;0,00000
;1,55050;0,01306;-0,00735;0,00000;0,00000
;1,55100;0,04317;-0,00490;0,00000;0,00000
;1,55150;0,04189;-0,00228;0,00000;0,00000
;1,55200;-0,03499;0,00047;0,00000;0,00000
;1,55250;0,04830;0,00323;0,00000;0,00000
;1,55300;0,02651;0,00594;0,00000;0,00000
;1,55350;0,08225;0,00859;0,00000;0,00000
;1,55400;0,00152;0,01121;0,00000;0,00000
;1,55450;0,05278;0,01381;0,00000;0,00000
;1,55500;0,02331;0,01635;0,00000;0,00000
;1,55550;0,09186;0,01882;0,00000;0,00000
;1,55600;-0,03756;0,02124;0,00000;0,00000
;1,55650;0,04381;0,02354;0,00000;0,00000
;1,55700;0,01690;0,02563;0,00000;0,00000
;1,55750;0,03740;0,02747;0,00000;0,00000
;1,55800;0,03676;0,02908;0,00000;0,00000
;1,55850;0,04701;0,03046;0,00000;0,00000
;1,55900;0,02587;0,03166;0,00000;0,00000
;1,55950;0,03548;0,03268;0,00000;0,00000
;1,56000;0,02331;0,03354;0,00000;0,00000
;1,56050;0,02459;0,03422;0,00000;0,00000
;1,56100;0,01626;0,03471;0,00000;0,00000
;1,56150;0,09250;0,03503;0,00000;0,00000
;1,56200;-0,02410;0,03523;0,00000;0,00000
;1,56250;0,10660;0,03535;0,00000;0,00000
;1,56300;0,01754;0,03544;0,00000;0,00000
;1,56350;0,07520;0,03557;0,00000;0,00000
;1,56400;0,06688;0,03578;0,00000;0,00000
;1,56450;0,06559;0,03614;0,00000;0,00000
;1,56500;0,04061;0,03669;0,00000;0,00000
;1,56550;0,14376;0,03745;0,00000;0,00000
;1,56600;-0,01706;0,03846;0,00000;0,00000
;1,56650;0,07713;0,03969;0,00000;0,00000
;1,56700;0,00665;0,04104;0,00000;0,00000
;1,56750;0,04381;0,04240;0,00000;0,00000
;1,56800;0,02972;0,04368;0,00000;0,00000
;1,56850;0,05534;0,04481;0,00000;0,00000
;1,56900;0,01626;0,04578;0,00000;0,00000
;1,56950;0,00345;0,04654;0,00000;0,00000
;1,57000;0,03612;0,04703;0,00000;0,00000
;1,57050;0,03612;0,04720;0,00000;0,00000
;1,57100;0,04701;0,04710;0,00000;0,00000
;1,57150;0,04573;0,04678;0,00000;0,00000
;1,57200;-0,02667;0,04628;0,00000;0,00000
;1,57250;0,04509;0,04557;0,00000;0,00000
;1,57300;0,04637;0,04466;0,00000;0,00000
;1,57350;0,00665;0,04358;0,00000;0,00000
;1,57400;0,02331;0,04238;0,00000;0,00000
;1,57450;0,07264;0,04109;0,00000;0,00000
;1,57500;0,02267;0,03977;0,00000;0,00000
;1,57550;0,11557;0,03854;0,00000;0,00000
;1,57600;-0,04845;0,03747;0,00000;0,00000
;1,57650;-0,00937;0,03653;0,00000;0,00000
;1,57700;0,00345;0,03557;0,00000;0,00000
;1,57750;-0,02603;0,03449;0,00000;0,00000
;1,57800;0,00281;0,03321;0,00000;0,00000
;1,57850;0,01690;0,03172;0,00000;0,00000
;1,57900;0,00409;0,03003;0,00000;0,00000
;1,57950;-0,03564;0,02818;0,00000;0,00000
;1,58000;-0,02218;0,02616;0,00000;0,00000
;1,58050;-0,03948;0,02391;0,00000;0,00000
;1,58100;0,02075;0,02144;0,00000;0,00000
;1,58150;0,02203;0,01880;0,00000;0,00000
;1,58200;-0,02859;0,01611;0,00000;0,00000
;1,58250;0,01434;0,01344;0,00000;0,00000
;1,58300;0,00921;0,01086;0,00000;0,00000
;1,58350;-0,01449;0,00841;0,00000;0,00000
;1,58400;0,06559;0,00615;0,00000;0,00000
;1,58450;-0,00809;0,00418;0,00000;0,00000
;1,58500;0,04894;0,00257;0,00000;0,00000
;1,58550;0,01242;0,00136;0,00000;0,00000
;1,58600;-0,00616;0,00055;0,00000;0,00000
;1,58650;0,00409;0,00011;0,00000;0,00000
;1,58700;0,00409;-0,00005;0,00000;0,00000
;1,58750;-0,02603;0,00000;0,00000;0,00000
;1,58800;0,02651;0,00019;0,00000;0,00000
;1,58850;-0,01193;0,00046;0,00000;0,00000
;1,58900;0,02907;0,00081;0,00000;0,00000
;1,58950;-0,01321;0,00123;0,00000;0,00000
;1,59000;0,01946;0,00169;0,00000;0,00000
;1,59050;-0,00937;0,00217;0,00000;0,00000
;1,59100;0,05534;0,00268;0,00000;0,00000
;1,59150;0,03997;0,00326;0,00000;0,00000
;1,59200;0,04830;0,00399;0,00000;0,00000
;1,59250;0,02459;0,00493;0,00000;0,00000
;1,59300;0,08866;0,00611;0,00000;0,00000
;1,59350;0,04317;0,00759;0,00000;0,00000
;1,59400;0,07008;0,00939;0,00000;0,00000
;1,59450;0,00409;0,01151;0,00000;0,00000
;1,59500;0,09955;0,01389;0,00000;0,00000
;1,59550;0,02715;0,01649;0,00000;0,00000
;1,59600;0,06303;0,01926;0,00000;0,00000
;1,59650;0,03420;0,02217;0,00000;0,00000
;1,59700;0,01562;0,02511;0,00000;0,00000
;1,59750;0,03356;0,02798;0,00000;0,00000
;1,59800;0,02395;0,03067;0,00000;0,00000
;1,59850;0,03292;0,03312;0,00000;0,00000
;1,59900;0,06239;0,03528;0,00000;0,00000
;1,59950;0,00345;0,03716;0,00000;0,00000
;1,60000;0,08482;0,03877;0,00000;0,00000
;1,60050;0,01306;0,04013;0,00000;0,00000
;1,60100;0,02972;0,04125;0,00000;0,00000
;1,60150;0,06367;0,04213;0,00000;0,00000
;1,60200;0,08866;0,04281;0,00000;0,00000
;1,60250;0,02523;0,04340;0,00000;0,00000
;1,60300;0,06303;0,04394;0,00000;0,00000
;1,60350;0,05214;0,04445;0,00000;0,00000
;1,60400;0,05022;0,04494;0,00000;0,00000
;1,60450;0,04701;0,04543;0,00000;0,00000
;1,60500;0,07841;0,04591;0,00000;0,00000
;1,60550;0,01818;0,04640;0,00000;0,00000
;1,60600;0,05406;0,04689;0,00000;0,00000
;1,60650;0,04317;0,04735;0,00000;0,00000
;1,60700;0,01562;0,04773;0,00000;0,00000
;1,60750;0,01434;0,04799;0,00000;0,00000
;1,60800;0,03933;0,04807;0,00000;0,00000
;1,60850;0,02267;0,04792;0,00000;0,00000
;1,60900;0,04189;0,04757;0,00000;0,00000
;1,60950;0,03164;0,04702;0,00000;0,00000
;1,61000;0,06303;0,04633;0,00000;0,00000
;1,61050;-0,02410;0,04554;0,00000;0,00000
;1,61100;0,03420;0,04462;0,00000;0,00000
;1,61150;0,09186;0,04358;0,00000;0,00000
;1,61200;0,07008;0,04253;0,00000;0,00000
;1,61250;-0,01001;0,04158;0,00000;0,00000
;1,61300;0,01434;0,04072;0,00000;0,00000
;1,61350;0,03100;0,03987;0,00000;0,00000
;1,61400;0,00793;0,03900;0,00000;0,00000
;1,61450;-0,00232;0,03806;0,00000;0,00000
;1,61500;0,02523;0,03702;0,00000;0,00000
;1,61550;-0,01898;0,03584;0,00000;0,00000
;1,61600;0,00409;0,03451;0,00000;0,00000
;1,61650;-0,02218;0,03297;0,00000;0,00000
;1,61700;-0,04076;0,03120;0,00000;0,00000
;1,61750;-0,04140;0,02913;0,00000;0,00000
;1,61800;-0,01321;0,02672;0,00000;0,00000
;1,61850;-0,01513;0,02396;0,00000;0,00000
;1,61900;-0,02090;0,02093;0,00000;0,00000
;1,61950;0,04381;0,01772;0,00000;0,00000
;1,62000;-0,02154;0,01446;0,00000;0,00000
;1,62050;-0,02026;0,01127;0,00000;0,00000
;1,62100;-0,07920;0,00814;0,00000;0,00000
;1,62150;0,06816;0,00506;0,00000;0,00000
;1,62200;0,00857;0,00211;0,00000;0,00000
;1,62250;0,01818;-0,00058;0,00000;0,00000
;1,62300;-0,01898;-0,00289;0,00000;0,00000
;1,62350;0,07072;-0,00481;0,00000;0,00000
;1,62400;-0,01770;-0,00627;0,00000;0,00000
;1,62450;-0,00296;-0,00726;0,00000;0,00000
;1,62500;0,00921;-0,00784;0,00000;0,00000
;1,62550;0,00345;-0,00807;0,00000;0,00000
;1,62600;0,04701;-0,00797;0,00000;0,00000
;1,62650;0,05983;-0,00751;0,00000;0,00000
;1,62700;-0,03820;-0,00667;0,00000;0,00000
;1,62750;0,00601;-0,00551;0,00000;0,00000
;1,62800;0,00793;-0,00417;0,00000;0,00000
;1,62850;0,00857;-0,00271;0,00000;0,00000
;1,62900;-0,04332;-0,00123;0,00000;0,00000
;1,62950;0,06431;0,00021;0,00000;0,00000
;1,63000;-0,00937;0,00158;0,00000;0,00000
;1,63050;0,00152;0,00289;0,00000;0,00000
;1,63100;-0,02667;0,00410;0,00000;0,00000
;1,63150;0,02587;0,00514;0,00000;0,00000
;1,63200;0,03676;0,00603;0,00000;0,00000
;1,63250;0,05342;0,00683;0,00000;0,00000
;1,63300;-0,00232;0,00764;0,00000;0,00000
;1,63350;0,05919;0,00850;0,00000;0,00000
;1,63400;-0,00232;0,00942;0,00000;0,00000
;1,63450;0,01114;0,01039;0,00000;0,00000
;1,63500;0,00601;0,01137;0,00000;0,00000
;1,63550;0,00601;0,01229;0,00000;0,00000
;1,63600;0,02395;0,01313;0,00000;0,00000
;1,63650;0,06752;0,01390;0,00000;0,00000
;1,63700;-0,00937;0,01464;0,00000;0,00000
;1,63750;0,03997;0,01540;0,00000;0,00000
;1,63800;0,00024;0,01614;0,00000;0,00000
;1,63850;0,08866;0,01687;0,00000;0,00000
;1,63900;-0,00680;0,01764;0,00000;0,00000
;1,63950;0,11044;0,01849;0,00000;0,00000
;1,64000;-0,00360;0,01947;0,00000;0,00000
;1,64050;0,03420;0,02058;0,00000;0,00000
;1,64100;-0,00552;0,02176;0,00000;0,00000
;1,64150;0,07520;0,02293;0,00000;0,00000
;1,64200;0,04765;0,02409;0,00000;0,00000
;1,64250;0,05470;0,02530;0,00000;0,00000
;1,64300;-0,02282;0,02655;0,00000;0,00000
;1,64350;0,07392;0,02779;0,00000;0,00000
;1,64400;0,01754;0,02896;0,00000;0,00000
;1,64450;0,05150;0,03008;0,00000;0,00000
;1,64500;-0,00040;0,03112;0,00000;0,00000
;1,64550;0,03997;0,03205;0,00000;0,00000
;1,64600;0,05662;0,03284;0,00000;0,00000
;1,64650;0,06688;0,03355;0,00000;0,00000
;1,64700;0,02972;0,03423;0,00000;0,00000
;1,64750;0,05214;0,03493;0,00000;0,00000
;1,64800;-0,02026;0,03560;0,00000;0,00000
;1,64850;0,05791;0,03619;0,00000;0,00000
;1,64900;0,02331;0,03666;0,00000;0,00000
;1,64950;0,06431;0,03701;0,00000;0,00000
;1,65000;0,03164;0,03729;0,00000;0,00000
;1,65050;0,05406;0,03753;0,00000;0,00000
;1,65100;0,00152;0,03774;0,00000;0,00000
;1,65150;0,03804;0,03790;0,00000;0,00000
;1,65200;0,04637;0,03797;0,00000;0,00000
;1,65250;0,05214;0,03799;0,00000;0,00000
;1,65300;-0,02538;0,03796;0,00000;0,00000
;1,65350;0,03356;0,03783;0,00000;0,00000
;1,65400;0,00024;0,03756;0,00000;0,00000
;1,65450;-0,01962;0,03708;0,00000;0,00000
;1,65500;-0,04461;0,03631;0,00000;0,00000
;1,65550;0,02523;0,03519;0,00000;0,00000
;1,65600;-0,04973;0,03367;0,00000;0,00000
;1,65650;0,01434;0,03177;0,00000;0,00000
;1,65700;-0,01513;0,02953;0,00000;0,00000
;1,65750;-0,02859;0,02699;0,00000;0,00000
;1,65800;0,00345;0,02421;0,00000;0,00000
;1,65850;-0,03628;0,02122;0,00000;0,00000
;1,65900;0,02843;0,01810;0,00000;0,00000
;1,65950;0,03676;0,01495;0,00000;0,00000
;1,66000;-0,02026;0,01191;0,00000;0,00000
;1,66050;-0,02346;0,00907;0,00000;0,00000
;1,66100;-0,01321;0,00641;0,00000;0,00000
;1,66150;-0,00104;0,00391;0,00000;0,00000
;1,66200;0,02395;0,00161;0,00000;0,00000
;1,66250;-0,00488;-0,00045;0,00000;0,00000
;1,66300;-0,03307;-0,00223;0,00000;0,00000
;1,66350;-0,02474;-0,00378;0,00000;0,00000
;1,66400;0,00409;-0,00515;0,00000;0,00000
;1,66450;-0,00680;-0,00637;0,00000;0,00000
;1,66500;0,01370;-0,00741;0,00000;0,00000
;1,66550;-0,06447;-0,00826;0,00000;0,00000
;1,66600;0,00537;-0,00899;0,00000;0,00000
;1,66650;-0,02026;-0,00964;0,00000;0,00000
;1,66700;0,02972;-0,01021;0,00000;0,00000
;1,66750;-0,01641;-0,01065;0,00000;0,00000
;1,66800;0,02139;-0,01094;0,00000;0,00000
;1,66850;-0,02859;-0,01105;0,00000;0,00000
;1,66900;0,04381;-0,01099;0,00000;0,00000
;1,66950;-0,00104;-0,01074;0,00000;0,00000
;1,67000;0,03228;-0,01028;0,00000;0,00000
;1,67050;0,00921;-0,00958;0,00000;0,00000
;1,67100;0,02651;-0,00865;0,00000;0,00000
;1,67150;-0,02859;-0,00750;0,00000;0,00000
;1,67200;0,11429;-0,00618;0,00000;0,00000
;1,67250;-0,00232;-0,00464;0,00000;0,00000
;1,67300;0,02075;-0,00285;0,00000;0,00000
;1,67350;0,00088;-0,00087;0,00000;0,00000
;1,67400;0,06688;0,00122;0,00000;0,00000
;1,67450;-0,02923;0,00338;0,00000;0,00000
;1,67500;0,05342;0,00557;0,00000;0,00000
;1,67550;-0,01834;0,00772;0,00000;0,00000
;1,67600;0,04830;0,00978;0,00000;0,00000
;1,67650;0,01114;0,01173;0,00000;0,00000
;1,67700;0,06047;0,01356;0,00000;0,00000
;1,67750;0,01434;0,01531;0,00000;0,00000
;1,67800;0,06688;0,01699;0,00000;0,00000
;1,67850;-0,01706;0,01863;0,00000;0,00000
;1,67900;0,05855;0,02020;0,00000;0,00000
;1,67950;0,03548;0,02168;0,00000;0,00000
;1,68000;0,04958;0,02309;0,00000;0,00000
;1,68050;0,04381;0,02447;0,00000;0,00000
;1,68100;0,05342;0,02583;0,00000;0,00000
;1,68150;-0,05357;0,02718;0,00000;0,00000
;1,68200;0,08161;0,02840;0,00000;0,00000
;1,68250;0,01562;0,02947;0,00000;0,00000
;1,68300;0,03420;0,03038;0,00000;0,00000
;1,68350;0,02395;0,03116;0,00000;0,00000
;1,68400;0,08033;0,03181;0,00000;0,00000
;1,68450;0,04125;0,03240;0,00000;0,00000
;1,68500;0,06559;0,03300;0,00000;0,00000
;1,68550;-0,01257;0,03364;0,00000;0,00000
;1,68600;0,04125;0,03426;0,00000;0,00000
;1,68650;0,02139;0,03481;0,00000;0,00000
;1,68700;0,04125;0,03526;0,00000;0,00000
;1,68750;0,00729;0,03560;0,00000;0,00000
;1,68800;0,04894;0,03581;0,00000;0,00000
;1,68850;0,01626;0,03589;0,00000;0,00000
;1,68900;0,04765;0,03587;0,00000;0,00000
;1,68950;0,07456;0,03577;0,00000;0,00000
;1,69000;0,01690;0,03568;0,00000;0,00000
;1,69050;0,04317;0,03563;0,00000;0,00000
;1,69100;0,00729;0,03560;0,00000;0,00000
;1,69150;0,00345;0,03554;0,00000;0,00000
;1,69200;0,05406;0,03539;0,00000;0,00000
;1,69250;-0,02282;0,03514;0,00000;0,00000
;1,69300;0,00793;0,03474;0,00000;0,00000
;1,69350;0,02907;0,03416;0,00000;0,00000
;1,69400;-0,00552;0,03338;0,00000;0,00000
;1,69450;-0,03692;0,03240;0,00000;0,00000
;1,69500;0,01178;0,03117;0,00000;0,00000
;1,69550;-0,05357;0,02964;0,00000;0,00000
;1,69600;0,03804;0,02782;0,00000;0,00000
;1,69650;0,01562;0,02574;0,00000;0,00000
;1,69700;-0,01962;0,02352;0,00000;0,00000
;1,69750;-0,02410;0,02120;0,00000;0,00000
;1,69800;-0,00680;0,01879;0,00000;0,00000
;1,69850;-0,01898;0,01629;0,00000;0,00000
;1,69900;-0,02923;0,01372;0,00000;0,00000
;1,69950;-0,00104;0,01109;0,00000;0,00000
;1,70000;-0,01257;0,00844;0,00000;0,00000
;1,70050;0,02651;0,00583;0,00000;0,00000
;1,70100;-0,08753;0,00332;0,00000;0,00000
;1,70150;0,00985;0,00090;0,00000;0,00000
;1,70200;-0,02090;-0,00146;0,00000;0,00000
;1,70250;0,03164;-0,00370;0,00000;0,00000
;1,70300;-0,03692;-0,00576;0,00000;0,00000
;1,70350;0,02972;-0,00759;0,00000;0,00000
;1,70400;-0,02154;-0,00914;0,00000;0,00000
;1,70450;0,01946;-0,01041;0,00000;0,00000
;1,70500;-0,05293;-0,01139;0,00000;0,00000
;1,70550;-0,00232;-0,01213;0,00000;0,00000
;1,70600;-0,00360;-0,01269;0,00000;0,00000
;1,70650;-0,01193;-0,01309;0,00000;0,00000
;1,70700;0,03356;-0,01332;0,00000;0,00000
;1,70750;0,05727;-0,01332;0,00000;0,00000
;1,70800;0,00729;-0,01300;0,00000;0,00000
;1,70850;-0,00360;-0,01231;0,00000;0,00000
;1,70900;0,02587;-0,01132;0,00000;0,00000
;1,70950;0,03036;-0,01005;0,00000;0,00000
;1,71000;0,00152;-0,00853;0,00000;0,00000
;1,71050;0,03676;-0,00680;0,00000;0,00000
;1,71100;0,00729;-0,00490;0,00000;0,00000
;1,71150;0,02267;-0,00287;0,00000;0,00000
;1,71200;0,02843;-0,00075;0,00000;0,00000
;1,71250;0,04381;0,00144;0,00000;0,00000
;1,71300;-0,00232;0,00367;0,00000;0,00000
;1,71350;0,03804;0,00592;0,00000;0,00000
;1,71400;0,01306;0,00814;0,00000;0,00000
;1,71450;0,04189;0,01030;0,00000;0,00000
;1,71500;-0,01962;0,01236;0,00000;0,00000
;1,71550;0,02907;0,01429;0,00000;0,00000
;1,71600;-0,00360;0,01600;0,00000;0,00000
;1,71650;0,04509;0,01749;0,00000;0,00000
;1,71700;0,03356;0,01877;0,00000;0,00000
;1,71750;0,08225;0,01991;0,00000;0,00000
;1,71800;0,00793;0,02101;0,00000;0,00000
;1,71850;0,06688;0,02211;0,00000;0,00000
;1,71900;0,05086;0,02325;0,00000;0,00000
;1,71950;0,08738;0,02448;0,00000;0,00000
;1,72000;0,02587;0,02585;0,00000;0,00000
;1,72050;0,06559;0,02738;0,00000;0,00000
;1,72100;0,00409;0,02902;0,00000;0,00000
;1,72150;0,00793;0,03068;0,00000;0,00000
;1,72200;0,07008;0,03225;0,00000;0,00000
;1,72250;0,07649;0,03372;0,00000;0,00000
;1,72300;0,02651;0,03514;0,00000;0,00000
;1,72350;0,05791;0,03653;0,00000;0,00000
;1,72400;-0,00232;0,03786;0,00000;0,00000
;1,72450;0,05919;0,03907;0,00000;0,00000
;1,72500;-0,01449;0,04010;0,00000;0,00000
;1,72550;0,05406;0,04091;0,00000;0,00000
;1,72600;0,03292;0,04146;0,00000;0,00000
;1,72650;0,03676;0,04179;0,00000;0,00000
;1,72700;0,04317;0,04193;0,00000;0,00000
;1,72750;0,06495;0,04193;0,00000;0,00000
;1,72800;0,01754;0,04184;0,00000;0,00000
;1,72850;0,05342;0,04170;0,00000;0,00000
;1,72900;0,03164;0,04151;0,00000;0,00000
;1,72950;0,02331;0,04129;0,00000;0,00000
;1,73000;0,04445;0,04101;0,00000;0,00000
;1,73050;0,03869;0,04069;0,00000;0,00000
;1,73100;0,05470;0,04035;0,00000;0,00000
;1,73150;-0,00488;0,04000;0,00000;0,00000
;1,73200;-0,01898;0,03961;0,00000;0,00000
;1,73250;0,06175;0,03908;0,00000;0,00000
;1,73300;0,03548;0,03841;0,00000;0,00000
;1,73350;-0,00168;0,03765;0,00000;0,00000
;1,73400;0,00857;0,03680;0,00000;0,00000
;1,73450;0,00537;0,03583;0,00000;0,00000
;1,73500;-0,04845;0,03467;0,00000;0,00000
;1,73550;0,03356;0,03329;0,00000;0,00000
;1,73600;-0,01898;0,03165;0,00000;0,00000
;1,73650;-0,03948;0,02978;0,00000;0,00000
;1,73700;0,01498;0,02765;0,00000;0,00000
;1,73750;-0,00809;0,02530;0,00000;0,00000
;1,73800;-0,00809;0,02277;0,00000;0,00000
;1,73850;0,00665;0,02014;0,00000;0,00000
;1,73900;0,03612;0,01748;0,00000;0,00000
;1,73950;-0,01129;0,01490;0,00000;0,00000
;1,74000;0,00409;0,01246;0,00000;0,00000
;1,74050;-0,01257;0,01018;0,00000;0,00000
;1,74100;0,06944;0,00810;0,00000;0,00000
;1,74150;-0,04396;0,00627;0,00000;0,00000
;1,74200;-0,03884;0,00469;0,00000;0,00000
;1,74250;-0,01193;0,00326;0,00000;0,00000
;1,74300;0,05983;0,00193;0,00000;0,00000
;1,74350;-0,07087;0,00073;0,00000;0,00000
;1,74400;0,02523;-0,00033;0,00000;0,00000
;1,74450;0,05662;-0,00125;0,00000;0,00000
;1,74500;0,01690;-0,00195;0,00000;0,00000
;1,74550;0,00729;-0,00235;0,00000;0,00000
;1,74600;0,02267;-0,00245;0,00000;0,00000
;1,74650;-0,00680;-0,00226;0,00000;0,00000
;1,74700;0,06495;-0,00182;0,00000;0,00000
;1,74750;0,03612;-0,00112;0,00000;0,00000
;1,74800;0,03869;-0,00010;0,00000;0,00000
;1,74850;0,04445;0,00125;0,00000;0,00000
;1,74900;0,05022;0,00291;0,00000;0,00000
;1,74950;-0,04717;0,00485;0,00000;0,00000
;1,75000;0,04317;0,00692;0,00000;0,00000
;1,75050;0,02395;0,00902;0,00000;0,00000
;1,75100;0,05342;0,01111;0,00000;0,00000
;1,75150;-0,00744;0,01318;0,00000;0,00000
;1,75200;0,04765;0,01519;0,00000;0,00000
;1,75250;0,00729;0,01710;0,00000;0,00000
;1,75300;0,08866;0,01891;0,00000;0,00000
;1,75350;-0,00744;0,02065;0,00000;0,00000
;1,75400;0,04637;0,02232;0,00000;0,00000
;1,75450;0,03036;0,02389;0,00000;0,00000
;1,75500;0,04701;0,02536;0,00000;0,00000
;1,75550;0,06239;0,02675;0,00000;0,00000
;1,75600;0,05791;0,02812;0,00000;0,00000
;1,75650;-0,00104;0,02948;0,00000;0,00000
;1,75700;0,08610;0,03083;0,00000;0,00000
;1,75750;0,02843;0,03214;0,00000;0,00000
;1,75800;0,10660;0,03346;0,00000;0,00000
;1,75850;0,01434;0,03483;0,00000;0,00000
;1,75900;0,11236;0,03627;0,00000;0,00000
;1,75950;0,00024;0,03779;0,00000;0,00000
;1,76000;0,07008;0,03935;0,00000;0,00000
;1,76050;0,03164;0,04090;0,00000;0,00000
;1,76100;0,07264;0,04239;0,00000;0,00000
;1,76150;-0,06190;0,04378;0,00000;0,00000
;1,76200;0,03420;0,04493;0,00000;0,00000
;1,76250;0,04317;0,04572;0,00000;0,00000
;1,76300;0,09314;0,04618;0,00000;0,00000
;1,76350;-0,01962;0,04639;0,00000;0,00000
;1,76400;0,09891;0,04642;0,00000;0,00000
;1,76450;0,02203;0,04630;0,00000;0,00000
;1,76500;0,06688;0,04610;0,00000;0,00000
;1,76550;0,04894;0,04586;0,00000;0,00000
;1,76600;0,02267;0,04561;0,00000;0,00000
;1,76650;0,00345;0,04534;0,00000;0,00000
;1,76700;0,06816;0,04499;0,00000;0,00000
;1,76750;-0,00360;0,04454;0,00000;0,00000
;1,76800;0,04381;0,04399;0,00000;0,00000
;1,76850;0,04445;0,04335;0,00000;0,00000
;1,76900;0,03997;0,04264;0,00000;0,00000
;1,76950;-0,00424;0,04189;0,00000;0,00000
;1,77000;0,03420;0,04107;0,00000;0,00000
;1,77050;0,00921;0,04017;0,00000;0,00000
;1,77100;0,08289;0,03920;0,00000;0,00000
;1,77150;-0,03756;0,03819;0,00000;0,00000
;1,77200;0,00857;0,03713;0,00000;0,00000
;1,77250;-0,00873;0,03596;0,00000;0,00000
;1,77300;0,05086;0,03463;0,00000;0,00000
;1,77350;-0,02538;0,03317;0,00000;0,00000
;1,77400;0,03356;0,03161;0,00000;0,00000
;1,77450;-0,00232;0,02996;0,00000;0,00000
;1,77500;0,01434;0,02826;0,00000;0,00000
;1,77550;0,02523;0,02652;0,00000;0,00000
;1,77600;-0,02731;0,02478;0,00000;0,00000
;1,77650;-0,00296;0,02303;0,00000;0,00000
;1,77700;0,03548;0,02125;0,00000;0,00000
;1,77750;-0,00360;0,01948;0,00000;0,00000
;1,77800;-0,00744;0,01776;0,00000;0,00000
;1,77850;0,03869;0,01611;0,00000;0,00000
;1,77900;-0,01129;0,01455;0,00000;0,00000
;1,77950;-0,07215;0,01307;0,00000;0,00000
;1,78000;0,01946;0,01159;0,00000;0,00000
;1,78050;0,03548;0,01008;0,00000;0,00000
;1,78100;0,00217;0,00860;0,00000;0,00000
;1,78150;-0,03884;0,00723;0,00000;0,00000
;1,78200;-0,05037;0,00591;0,00000;0,00000
;1,78250;0,02972;0,00457;0,00000;0,00000
;1,78300;0,02395;0,00321;0,00000;0,00000
;1,78350;-0,00296;0,00193;0,00000;0,00000
;1,78400;-0,01834;0,00080;0,00000;0,00000
;1,78450;0,02203;-0,00021;0,00000;0,00000
